grup,data,hora_inici,hora_final,capsula,pes_mg
G08,2026-04-21,12:40,13:00,49,301.1
G08,2026-04-21,12:40,13:00,50,293.7
G08,2026-04-21,12:40,13:00,51,294.3
G08,2026-04-21,12:40,13:00,52,301.1
G08,2026-04-21,12:40,13:00,53,297.7
G08,2026-04-21,12:40,13:00,54,299.6
G08,2026-04-21,12:40,13:00,55,304.9
G08,2026-04-21,12:40,13:00,56,298.1
G08,2026-04-21,12:40,13:00,57,293.9
G08,2026-04-21,12:40,13:00,58,298.2
G08,2026-04-21,12:40,13:00,59,304.1
G08,2026-04-21,12:40,13:00,60,288.6
G08,2026-04-21,12:40,13:00,61,295.7
G08,2026-04-21,12:40,13:00,62,292.7
G08,2026-04-21,12:40,13:00,63,306.2
G08,2026-04-21,12:40,13:00,64,298.4
G08,2026-04-21,12:40,13:00,65,305.5
G08,2026-04-21,12:40,13:00,66,302.7
G08,2026-04-21,12:40,13:00,67,299.3
G08,2026-04-21,12:40,13:00,68,301.6
G08,2026-04-21,12:40,13:00,69,299.5
G08,2026-04-21,12:40,13:00,70,299.7
G08,2026-04-21,12:40,13:00,71,306.1
G08,2026-04-21,12:40,13:00,72,296.3
G08,2026-04-21,12:40,13:00,73,301.5
G08,2026-04-21,12:40,13:00,74,302.8
G08,2026-04-21,12:40,13:00,75,302.0
G08,2026-04-21,12:40,13:00,76,299.0
G08,2026-04-21,12:40,13:00,77,297.7
G08,2026-04-21,12:40,13:00,78,295.6
G08,2026-04-21,12:40,13:00,79,292.7
G08,2026-04-21,12:40,13:00,80,293.6
G08,2026-04-21,12:40,13:00,81,301.6
G08,2026-04-21,12:40,13:00,82,298.3
G08,2026-04-21,12:40,13:00,83,298.3
G08,2026-04-21,12:40,13:00,84,300.3
G08,2026-04-21,12:40,13:00,85,296.9
G08,2026-04-21,12:40,13:00,86,293.8
G08,2026-04-21,12:40,13:00,87,303.2
G08,2026-04-21,12:40,13:00,88,290.6
G08,2026-04-21,12:40,13:00,89,302.2
G08,2026-04-21,12:40,13:00,90,294.5
G08,2026-04-21,12:40,13:00,91,300.3
G08,2026-04-21,12:40,13:00,92,297.8
G08,2026-04-21,12:40,13:00,93,299.1
G08,2026-04-21,12:40,13:00,94,289.0
G08,2026-04-21,12:40,13:00,95,303.8
G08,2026-04-21,12:40,13:00,96,299.5
G08,2026-04-21,12:40,13:00,97,292.8
G08,2026-04-21,12:40,13:00,98,304.4
G08,2026-04-21,12:40,13:00,99,297.6
G08,2026-04-21,12:40,13:00,100,304.2
G08,2026-04-21,12:40,13:00,101,299.2
G08,2026-04-21,12:40,13:00,102,294.1
G08,2026-04-21,12:40,13:00,103,295.0
G08,2026-04-21,12:40,13:00,104,296.8
G08,2026-04-21,12:40,13:00,105,299.4
G08,2026-04-21,12:40,13:00,106,295.5
G08,2026-04-21,12:40,13:00,107,296.5
G08,2026-04-21,12:40,13:00,108,299.1
G08,2026-04-21,12:40,13:00,109,305.7
G08,2026-04-21,12:40,13:00,110,296.6
G08,2026-04-21,12:40,13:00,111,293.2
G08,2026-04-21,12:40,13:00,112,297.4
G08,2026-04-21,12:40,13:00,113,297.6
G08,2026-04-21,12:40,13:00,114,294.5
G08,2026-04-21,12:40,13:00,115,306.2
G08,2026-04-21,12:40,13:00,116,293.2
G08,2026-04-21,12:40,13:00,117,290.8
G08,2026-04-21,12:40,13:00,118,301.9
G08,2026-04-21,12:40,13:00,119,303.0
G08,2026-04-21,12:40,13:00,120,295.7
G08,2026-04-21,12:40,13:00,121,298.8
G08,2026-04-21,12:40,13:00,122,304.5
G08,2026-04-21,12:40,13:00,123,293.3
G08,2026-04-21,12:40,13:00,124,300.6
G08,2026-04-21,12:40,13:00,125,296.1
G08,2026-04-21,12:40,13:00,126,298.7
G08,2026-04-21,12:40,13:00,127,298.4
G08,2026-04-21,12:40,13:00,128,300.1
G08,2026-04-21,12:40,13:00,129,298.9
G08,2026-04-21,12:40,13:00,130,297.4
G08,2026-04-21,12:40,13:00,131,301.3
G08,2026-04-21,12:40,13:00,132,299.6
G08,2026-04-21,12:40,13:00,133,295.7
G08,2026-04-21,12:40,13:00,134,299.6
G08,2026-04-21,12:40,13:00,135,297.4
G08,2026-04-21,12:40,13:00,136,299.2
G08,2026-04-21,12:40,13:00,137,291.9
G08,2026-04-21,12:40,13:00,138,296.0
G08,2026-04-21,12:40,13:00,139,301.1
G08,2026-04-21,12:40,13:00,140,306.4
G08,2026-04-21,12:40,13:00,141,296.9
G08,2026-04-21,12:40,13:00,142,301.4
G08,2026-04-21,12:40,13:00,143,289.2
G08,2026-04-21,12:40,13:00,144,298.3
G08,2026-04-21,12:40,13:00,145,301.5
G08,2026-04-21,12:40,13:00,146,296.5
G08,2026-04-21,12:40,13:00,147,296.7
G08,2026-04-21,12:40,13:00,148,303.0
G08,2026-04-21,12:40,13:00,149,306.2
G08,2026-04-21,12:40,13:00,150,299.9
