grup,data,hora_inici,hora_final,capsula,pes_mg
G10,2026-04-21,14:00,14:20,156,302.3
G10,2026-04-21,14:00,14:20,157,294.7
G10,2026-04-21,14:00,14:20,158,296.6
G10,2026-04-21,14:00,14:20,159,302.6
G10,2026-04-21,14:00,14:20,160,301.1
G10,2026-04-21,14:00,14:20,161,300.4
G10,2026-04-21,14:00,14:20,162,301.1
G10,2026-04-21,14:00,14:20,163,297.8
G10,2026-04-21,14:00,14:20,164,295.2
G10,2026-04-21,14:00,14:20,165,299.4
G10,2026-04-21,14:00,14:20,166,307.7
G10,2026-04-21,14:00,14:20,167,295.2
G10,2026-04-21,14:00,14:20,168,307.8
G10,2026-04-21,14:00,14:20,169,304.9
G10,2026-04-21,14:00,14:20,170,300.6
