grup,data,hora_inici,hora_final,capsula,pes_mg
G07,2026-04-21,12:00,12:20,45,294.3
G07,2026-04-21,12:00,12:20,46,296.8
G07,2026-04-21,12:00,12:20,47,295.8
G07,2026-04-21,12:00,12:20,48,294.0
G07,2026-04-21,12:00,12:20,49,296.8
G07,2026-04-21,12:00,12:20,50,290.6
G07,2026-04-21,12:00,12:20,51,287.3
G07,2026-04-21,12:00,12:20,52,293.0
G07,2026-04-21,12:00,12:20,53,290.3
G07,2026-04-21,12:00,12:20,54,292.9
G07,2026-04-21,12:00,12:20,55,293.2
G07,2026-04-21,12:00,12:20,56,291.1
G07,2026-04-21,12:00,12:20,57,292.3
G07,2026-04-21,12:00,12:20,58,303.4
G07,2026-04-21,12:00,12:20,59,299.6
G07,2026-04-21,12:00,12:20,60,303.0
G07,2026-04-21,12:00,12:20,61,298.1
G07,2026-04-21,12:00,12:20,62,288.8
G07,2026-04-21,12:00,12:20,63,310.1
G07,2026-04-21,12:00,12:20,64,291.5
G07,2026-04-21,12:00,12:20,65,294.5
G07,2026-04-21,12:00,12:20,66,302.3
G07,2026-04-21,12:00,12:20,67,287.5
G07,2026-04-21,12:00,12:20,68,304.0
G07,2026-04-21,12:00,12:20,69,303.1
G07,2026-04-21,12:00,12:20,70,295.0
G07,2026-04-21,12:00,12:20,71,291.7
G07,2026-04-21,12:00,12:20,72,288.2
G07,2026-04-21,12:00,12:20,73,297.0
G07,2026-04-21,12:00,12:20,74,292.1
G07,2026-04-21,12:00,12:20,75,286.1
G07,2026-04-21,12:00,12:20,76,293.5
G07,2026-04-21,12:00,12:20,77,290.2
G07,2026-04-21,12:00,12:20,78,296.9
G07,2026-04-21,12:00,12:20,79,293.7
G07,2026-04-21,12:00,12:20,80,294.9
G07,2026-04-21,12:00,12:20,81,287.2
G07,2026-04-21,12:00,12:20,82,291.9
G07,2026-04-21,12:00,12:20,83,288.0
G07,2026-04-21,12:00,12:20,84,302.7
G07,2026-04-21,12:00,12:20,85,300.2
G07,2026-04-21,12:00,12:20,86,307.5
G07,2026-04-21,12:00,12:20,87,287.9
G07,2026-04-21,12:00,12:20,88,287.7
G07,2026-04-21,12:00,12:20,89,300.4
G07,2026-04-21,12:00,12:20,90,300.5
G07,2026-04-21,12:00,12:20,91,293.1
G07,2026-04-21,12:00,12:20,92,303.8
G07,2026-04-21,12:00,12:20,93,295.1
G07,2026-04-21,12:00,12:20,94,298.5
G07,2026-04-21,12:00,12:20,95,295.0
G07,2026-04-21,12:00,12:20,96,299.3
G07,2026-04-21,12:00,12:20,97,292.2
G07,2026-04-21,12:00,12:20,98,297.0
G07,2026-04-21,12:00,12:20,99,289.5
G07,2026-04-21,12:00,12:20,100,301.1
G07,2026-04-21,12:00,12:20,101,298.8
G07,2026-04-21,12:00,12:20,102,302.6
G07,2026-04-21,12:00,12:20,103,296.6
G07,2026-04-21,12:00,12:20,104,303.5
G07,2026-04-21,12:00,12:20,105,298.3
G07,2026-04-21,12:00,12:20,106,296.0
G07,2026-04-21,12:00,12:20,107,295.0
G07,2026-04-21,12:00,12:20,108,298.7
G07,2026-04-21,12:00,12:20,109,299.1
G07,2026-04-21,12:00,12:20,110,308.3
G07,2026-04-21,12:00,12:20,111,300.8
G07,2026-04-21,12:00,12:20,112,303.8
G07,2026-04-21,12:00,12:20,113,292.9
G07,2026-04-21,12:00,12:20,114,298.6
G07,2026-04-21,12:00,12:20,115,307.8
G07,2026-04-21,12:00,12:20,116,303.1
G07,2026-04-21,12:00,12:20,117,300.0
G07,2026-04-21,12:00,12:20,118,300.0
G07,2026-04-21,12:00,12:20,119,296.5
G07,2026-04-21,12:00,12:20,120,308.6
G07,2026-04-21,12:00,12:20,121,297.3
G07,2026-04-21,12:00,12:20,122,291.5
G07,2026-04-21,12:00,12:20,123,300.2
G07,2026-04-21,12:00,12:20,124,293.5
G07,2026-04-21,12:00,12:20,125,292.8
G07,2026-04-21,12:00,12:20,126,293.1
G07,2026-04-21,12:00,12:20,127,307.8
G07,2026-04-21,12:00,12:20,128,290.0
G07,2026-04-21,12:00,12:20,129,290.3
G07,2026-04-21,12:00,12:20,130,298.3
G07,2026-04-21,12:00,12:20,131,299.4
G07,2026-04-21,12:00,12:20,132,292.8
G07,2026-04-21,12:00,12:20,133,302.7
G07,2026-04-21,12:00,12:20,134,289.9
G07,2026-04-21,12:00,12:20,135,294.8
G07,2026-04-21,12:00,12:20,136,294.1
G07,2026-04-21,12:00,12:20,137,301.4
G07,2026-04-21,12:00,12:20,138,291.2
G07,2026-04-21,12:00,12:20,139,295.0
G07,2026-04-21,12:00,12:20,140,295.2
G07,2026-04-21,12:00,12:20,141,300.7
G07,2026-04-21,12:00,12:20,142,298.5
G07,2026-04-21,12:00,12:20,143,301.1
G07,2026-04-21,12:00,12:20,144,294.4
G07,2026-04-21,12:00,12:20,145,290.2
G07,2026-04-21,12:00,12:20,146,297.5
G07,2026-04-21,12:00,12:20,147,294.0
G07,2026-04-21,12:00,12:20,148,300.1
G07,2026-04-21,12:00,12:20,149,303.9
G07,2026-04-21,12:00,12:20,150,300.2
G07,2026-04-21,12:00,12:20,151,293.3
G07,2026-04-21,12:00,12:20,152,300.6
G07,2026-04-21,12:00,12:20,153,294.7
G07,2026-04-21,12:00,12:20,154,298.8
G07,2026-04-21,12:00,12:20,155,303.4
