grup,data,hora_inici,hora_final,capsula,pes_mg
G06,2026-04-21,11:20,11:40,85,288.2
G06,2026-04-21,11:20,11:40,86,295.9
G06,2026-04-21,11:20,11:40,87,285.8
G06,2026-04-21,11:20,11:40,88,292.7
G06,2026-04-21,11:20,11:40,89,299.1
G06,2026-04-21,11:20,11:40,90,288.1
G06,2026-04-21,11:20,11:40,91,285.9
G06,2026-04-21,11:20,11:40,92,299.9
G06,2026-04-21,11:20,11:40,93,298.1
G06,2026-04-21,11:20,11:40,94,283.0
G06,2026-04-21,11:20,11:40,95,295.8
G06,2026-04-21,11:20,11:40,96,292.8
G06,2026-04-21,11:20,11:40,97,288.8
G06,2026-04-21,11:20,11:40,98,297.3
G06,2026-04-21,11:20,11:40,99,287.0
G06,2026-04-21,11:20,11:40,100,286.2
G06,2026-04-21,11:20,11:40,101,295.7
G06,2026-04-21,11:20,11:40,102,291.3
G06,2026-04-21,11:20,11:40,103,286.9
G06,2026-04-21,11:20,11:40,104,300.7
G06,2026-04-21,11:20,11:40,105,293.2
G06,2026-04-21,11:20,11:40,106,308.9
G06,2026-04-21,11:20,11:40,107,286.8
G06,2026-04-21,11:20,11:40,108,294.0
G06,2026-04-21,11:20,11:40,109,289.6
G06,2026-04-21,11:20,11:40,110,288.1
G06,2026-04-21,11:20,11:40,111,302.3
G06,2026-04-21,11:20,11:40,112,289.1
G06,2026-04-21,11:20,11:40,113,296.1
G06,2026-04-21,11:20,11:40,114,290.9
G06,2026-04-21,11:20,11:40,115,306.1
G06,2026-04-21,11:20,11:40,116,288.7
G06,2026-04-21,11:20,11:40,117,295.5
G06,2026-04-21,11:20,11:40,118,292.3
G06,2026-04-21,11:20,11:40,119,298.1
G06,2026-04-21,11:20,11:40,120,290.0
