grup,data,hora_inici,hora_final,capsula,pes_mg
G09,2026-04-21,13:20,13:40,45,301.9
G09,2026-04-21,13:20,13:40,46,300.0
G09,2026-04-21,13:20,13:40,47,303.7
G09,2026-04-21,13:20,13:40,48,294.7
G09,2026-04-21,13:20,13:40,49,300.2
G09,2026-04-21,13:20,13:40,50,300.5
G09,2026-04-21,13:20,13:40,51,300.7
G09,2026-04-21,13:20,13:40,52,299.6
G09,2026-04-21,13:20,13:40,53,296.3
G09,2026-04-21,13:20,13:40,54,296.3
G09,2026-04-21,13:20,13:40,55,299.5
G09,2026-04-21,13:20,13:40,56,298.3
G09,2026-04-21,13:20,13:40,57,298.8
G09,2026-04-21,13:20,13:40,58,306.1
G09,2026-04-21,13:20,13:40,59,298.5
G09,2026-04-21,13:20,13:40,60,298.5
G09,2026-04-21,13:20,13:40,61,301.1
G09,2026-04-21,13:20,13:40,62,299.5
G09,2026-04-21,13:20,13:40,63,302.7
G09,2026-04-21,13:20,13:40,64,298.2
G09,2026-04-21,13:20,13:40,65,301.1
G09,2026-04-21,13:20,13:40,66,300.2
G09,2026-04-21,13:20,13:40,67,299.7
G09,2026-04-21,13:20,13:40,68,295.7
G09,2026-04-21,13:20,13:40,69,303.2
G09,2026-04-21,13:20,13:40,70,298.8
G09,2026-04-21,13:20,13:40,71,298.3
G09,2026-04-21,13:20,13:40,72,302.1
G09,2026-04-21,13:20,13:40,73,303.3
G09,2026-04-21,13:20,13:40,74,299.8
G09,2026-04-21,13:20,13:40,75,304.3
G09,2026-04-21,13:20,13:40,76,296.7
G09,2026-04-21,13:20,13:40,77,296.6
G09,2026-04-21,13:20,13:40,78,301.9
G09,2026-04-21,13:20,13:40,79,301.8
G09,2026-04-21,13:20,13:40,80,300.6
G09,2026-04-21,13:20,13:40,81,297.4
G09,2026-04-21,13:20,13:40,82,304.4
G09,2026-04-21,13:20,13:40,83,299.7
G09,2026-04-21,13:20,13:40,84,302.5
G09,2026-04-21,13:20,13:40,85,301.8
G09,2026-04-21,13:20,13:40,86,299.5
G09,2026-04-21,13:20,13:40,87,294.0
G09,2026-04-21,13:20,13:40,88,304.7
G09,2026-04-21,13:20,13:40,89,299.0
G09,2026-04-21,13:20,13:40,90,299.0
G09,2026-04-21,13:20,13:40,91,298.0
G09,2026-04-21,13:20,13:40,92,303.1
G09,2026-04-21,13:20,13:40,93,309.0
G09,2026-04-21,13:20,13:40,94,303.1
G09,2026-04-21,13:20,13:40,95,297.3
G09,2026-04-21,13:20,13:40,96,297.1
G09,2026-04-21,13:20,13:40,97,301.1
G09,2026-04-21,13:20,13:40,98,297.4
G09,2026-04-21,13:20,13:40,99,293.9
G09,2026-04-21,13:20,13:40,100,302.3
G09,2026-04-21,13:20,13:40,101,297.1
G09,2026-04-21,13:20,13:40,102,293.9
G09,2026-04-21,13:20,13:40,103,299.0
G09,2026-04-21,13:20,13:40,104,297.6
G09,2026-04-21,13:20,13:40,105,302.3
G09,2026-04-21,13:20,13:40,106,302.3
G09,2026-04-21,13:20,13:40,107,300.3
G09,2026-04-21,13:20,13:40,108,301.9
G09,2026-04-21,13:20,13:40,109,303.2
G09,2026-04-21,13:20,13:40,110,295.3
G09,2026-04-21,13:20,13:40,111,299.3
G09,2026-04-21,13:20,13:40,112,305.4
G09,2026-04-21,13:20,13:40,113,302.3
G09,2026-04-21,13:20,13:40,114,303.6
G09,2026-04-21,13:20,13:40,115,295.9
G09,2026-04-21,13:20,13:40,116,298.9
G09,2026-04-21,13:20,13:40,117,307.0
G09,2026-04-21,13:20,13:40,118,300.3
G09,2026-04-21,13:20,13:40,119,299.5
G09,2026-04-21,13:20,13:40,120,303.4
G09,2026-04-21,13:20,13:40,121,299.4
G09,2026-04-21,13:20,13:40,122,302.2
G09,2026-04-21,13:20,13:40,123,304.3
G09,2026-04-21,13:20,13:40,124,295.8
G09,2026-04-21,13:20,13:40,125,305.7
G09,2026-04-21,13:20,13:40,126,304.1
G09,2026-04-21,13:20,13:40,127,301.4
G09,2026-04-21,13:20,13:40,128,304.7
G09,2026-04-21,13:20,13:40,129,299.0
G09,2026-04-21,13:20,13:40,130,300.7
G09,2026-04-21,13:20,13:40,131,300.4
G09,2026-04-21,13:20,13:40,132,299.4
G09,2026-04-21,13:20,13:40,133,291.9
G09,2026-04-21,13:20,13:40,134,297.4
G09,2026-04-21,13:20,13:40,135,297.6
G09,2026-04-21,13:20,13:40,136,299.3
G09,2026-04-21,13:20,13:40,137,303.1
G09,2026-04-21,13:20,13:40,138,302.8
G09,2026-04-21,13:20,13:40,139,302.7
G09,2026-04-21,13:20,13:40,140,304.0
