grup,data,hora_inici,hora_final,capsula,pes_mg
G02,2026-04-21,08:40,09:00,77,294.2
G02,2026-04-21,08:40,09:00,78,295.8
G02,2026-04-21,08:40,09:00,79,295.1
G02,2026-04-21,08:40,09:00,80,298.0
G02,2026-04-21,08:40,09:00,81,293.3
G02,2026-04-21,08:40,09:00,82,297.7
G02,2026-04-21,08:40,09:00,83,308.0
G02,2026-04-21,08:40,09:00,84,297.7
G02,2026-04-21,08:40,09:00,85,293.2
G02,2026-04-21,08:40,09:00,86,298.9
G02,2026-04-21,08:40,09:00,87,294.4
G02,2026-04-21,08:40,09:00,88,297.4
G02,2026-04-21,08:40,09:00,89,305.0
G02,2026-04-21,08:40,09:00,90,298.6
G02,2026-04-21,08:40,09:00,91,303.2
G02,2026-04-21,08:40,09:00,92,299.6
G02,2026-04-21,08:40,09:00,93,291.5
G02,2026-04-21,08:40,09:00,94,294.2
G02,2026-04-21,08:40,09:00,95,296.0
G02,2026-04-21,08:40,09:00,96,301.9
G02,2026-04-21,08:40,09:00,97,301.1
G02,2026-04-21,08:40,09:00,98,293.9
G02,2026-04-21,08:40,09:00,99,298.1
G02,2026-04-21,08:40,09:00,100,300.1
G02,2026-04-21,08:40,09:00,101,298.2
G02,2026-04-21,08:40,09:00,102,296.6
G02,2026-04-21,08:40,09:00,103,294.0
G02,2026-04-21,08:40,09:00,104,299.2
G02,2026-04-21,08:40,09:00,105,298.4
G02,2026-04-21,08:40,09:00,106,303.2
G02,2026-04-21,08:40,09:00,107,300.7
G02,2026-04-21,08:40,09:00,108,302.5
G02,2026-04-21,08:40,09:00,109,289.2
G02,2026-04-21,08:40,09:00,110,298.9
G02,2026-04-21,08:40,09:00,111,296.1
G02,2026-04-21,08:40,09:00,112,297.4
G02,2026-04-21,08:40,09:00,113,297.5
G02,2026-04-21,08:40,09:00,114,293.9
G02,2026-04-21,08:40,09:00,115,301.5
G02,2026-04-21,08:40,09:00,116,291.6
G02,2026-04-21,08:40,09:00,117,300.4
G02,2026-04-21,08:40,09:00,118,298.7
G02,2026-04-21,08:40,09:00,119,297.8
G02,2026-04-21,08:40,09:00,120,304.8
G02,2026-04-21,08:40,09:00,121,295.7
G02,2026-04-21,08:40,09:00,122,294.4
G02,2026-04-21,08:40,09:00,123,297.3
G02,2026-04-21,08:40,09:00,124,296.3
G02,2026-04-21,08:40,09:00,125,293.2
G02,2026-04-21,08:40,09:00,126,295.6
G02,2026-04-21,08:40,09:00,127,296.4
G02,2026-04-21,08:40,09:00,128,297.2
G02,2026-04-21,08:40,09:00,129,299.2
G02,2026-04-21,08:40,09:00,130,293.4
G02,2026-04-21,08:40,09:00,131,300.6
G02,2026-04-21,08:40,09:00,132,298.1
G02,2026-04-21,08:40,09:00,133,299.7
G02,2026-04-21,08:40,09:00,134,298.8
G02,2026-04-21,08:40,09:00,135,295.8
