grup,data,hora_inici,hora_final,capsula,pes_mg
G11,2026-04-21,14:40,15:00,61,299.8
G11,2026-04-21,14:40,15:00,62,295.2
G11,2026-04-21,14:40,15:00,63,297.8
G11,2026-04-21,14:40,15:00,64,291.9
G11,2026-04-21,14:40,15:00,65,304.8
G11,2026-04-21,14:40,15:00,66,299.5
G11,2026-04-21,14:40,15:00,67,296.9
G11,2026-04-21,14:40,15:00,68,307.8
G11,2026-04-21,14:40,15:00,69,299.4
G11,2026-04-21,14:40,15:00,70,291.5
G11,2026-04-21,14:40,15:00,71,309.1
G11,2026-04-21,14:40,15:00,72,291.3
G11,2026-04-21,14:40,15:00,73,299.8
G11,2026-04-21,14:40,15:00,74,304.6
G11,2026-04-21,14:40,15:00,75,304.1
G11,2026-04-21,14:40,15:00,76,305.8
G11,2026-04-21,14:40,15:00,77,303.7
G11,2026-04-21,14:40,15:00,78,295.1
G11,2026-04-21,14:40,15:00,79,288.7
G11,2026-04-21,14:40,15:00,80,294.7
G11,2026-04-21,14:40,15:00,81,288.8
G11,2026-04-21,14:40,15:00,82,304.0
G11,2026-04-21,14:40,15:00,83,299.8
G11,2026-04-21,14:40,15:00,84,299.3
G11,2026-04-21,14:40,15:00,85,306.4
G11,2026-04-21,14:40,15:00,86,311.1
G11,2026-04-21,14:40,15:00,87,300.2
G11,2026-04-21,14:40,15:00,88,293.4
G11,2026-04-21,14:40,15:00,89,292.3
G11,2026-04-21,14:40,15:00,90,306.9
G11,2026-04-21,14:40,15:00,91,295.8
G11,2026-04-21,14:40,15:00,92,299.7
G11,2026-04-21,14:40,15:00,93,289.7
G11,2026-04-21,14:40,15:00,94,303.6
G11,2026-04-21,14:40,15:00,95,304.2
G11,2026-04-21,14:40,15:00,96,299.7
G11,2026-04-21,14:40,15:00,97,303.7
G11,2026-04-21,14:40,15:00,98,295.6
G11,2026-04-21,14:40,15:00,99,308.4
G11,2026-04-21,14:40,15:00,100,294.4
G11,2026-04-21,14:40,15:00,101,294.1
G11,2026-04-21,14:40,15:00,102,305.3
G11,2026-04-21,14:40,15:00,103,300.3
G11,2026-04-21,14:40,15:00,104,304.6
G11,2026-04-21,14:40,15:00,105,289.4
G11,2026-04-21,14:40,15:00,106,293.2
G11,2026-04-21,14:40,15:00,107,305.9
G11,2026-04-21,14:40,15:00,108,291.5
G11,2026-04-21,14:40,15:00,109,300.3
G11,2026-04-21,14:40,15:00,110,302.8
G11,2026-04-21,14:40,15:00,111,308.5
G11,2026-04-21,14:40,15:00,112,297.5
G11,2026-04-21,14:40,15:00,113,302.4
G11,2026-04-21,14:40,15:00,114,293.8
G11,2026-04-21,14:40,15:00,115,299.1
G11,2026-04-21,14:40,15:00,116,295.1
G11,2026-04-21,14:40,15:00,117,287.1
G11,2026-04-21,14:40,15:00,118,302.6
G11,2026-04-21,14:40,15:00,119,295.0
G11,2026-04-21,14:40,15:00,120,300.0
G11,2026-04-21,14:40,15:00,121,311.4
G11,2026-04-21,14:40,15:00,122,296.9
G11,2026-04-21,14:40,15:00,123,291.2
G11,2026-04-21,14:40,15:00,124,294.0
G11,2026-04-21,14:40,15:00,125,302.9
G11,2026-04-21,14:40,15:00,126,295.4
G11,2026-04-21,14:40,15:00,127,294.8
G11,2026-04-21,14:40,15:00,128,293.7
G11,2026-04-21,14:40,15:00,129,305.8
G11,2026-04-21,14:40,15:00,130,297.6
G11,2026-04-21,14:40,15:00,131,301.1
G11,2026-04-21,14:40,15:00,132,297.6
G11,2026-04-21,14:40,15:00,133,286.8
G11,2026-04-21,14:40,15:00,134,306.3
G11,2026-04-21,14:40,15:00,135,289.5
G11,2026-04-21,14:40,15:00,136,301.9
G11,2026-04-21,14:40,15:00,137,302.1
G11,2026-04-21,14:40,15:00,138,301.0
G11,2026-04-21,14:40,15:00,139,295.0
G11,2026-04-21,14:40,15:00,140,297.4
G11,2026-04-21,14:40,15:00,141,298.1
G11,2026-04-21,14:40,15:00,142,288.8
G11,2026-04-21,14:40,15:00,143,293.1
G11,2026-04-21,14:40,15:00,144,302.0
G11,2026-04-21,14:40,15:00,145,303.1
G11,2026-04-21,14:40,15:00,146,293.7
G11,2026-04-21,14:40,15:00,147,312.0
G11,2026-04-21,14:40,15:00,148,303.4
G11,2026-04-21,14:40,15:00,149,302.9
G11,2026-04-21,14:40,15:00,150,304.9
G11,2026-04-21,14:40,15:00,151,298.6
G11,2026-04-21,14:40,15:00,152,293.7
G11,2026-04-21,14:40,15:00,153,306.8
G11,2026-04-21,14:40,15:00,154,295.3
G11,2026-04-21,14:40,15:00,155,307.5
G11,2026-04-21,14:40,15:00,156,298.2
G11,2026-04-21,14:40,15:00,157,310.3
G11,2026-04-21,14:40,15:00,158,302.2
G11,2026-04-21,14:40,15:00,159,305.7
G11,2026-04-21,14:40,15:00,160,298.8
G11,2026-04-21,14:40,15:00,161,296.7
G11,2026-04-21,14:40,15:00,162,299.2
G11,2026-04-21,14:40,15:00,163,305.5
G11,2026-04-21,14:40,15:00,164,293.1
G11,2026-04-21,14:40,15:00,165,305.8
