source,text,created_at,retweet_count,favorite_count,id_str,utc_timestamp,est_timestamp,year,month,source2
Twitter for iPhone,"I campaigned on Border Security, which you cannot have without a strong and powerful Wall. Our Southern Border has long been an “Open Wound,” where drugs, criminals (including human traffickers) and illegals would pour into our Country. Dems should get back here an fix now!",2018 Dec 31 13:29:32 ,21960,90883,1079731279032172545,2018-12-31T13:29:32Z,2018-12-31T13:29:32Z,2018,12,trump
Twitter for iPhone,".....Except the results are FAR BETTER than I ever said they were going to be! I campaigned against the NEVER ENDING WARS, remember!",2018 Dec 31 13:19:13 ,15081,72353,1079728684427341825,2018-12-31T13:19:13Z,2018-12-31T13:19:13Z,2018,12,trump
Twitter for iPhone,"...I campaigned on getting out of Syria and other places. Now when I start getting out the Fake News Media, or some failed Generals who were unable to do the job before I arrived, like to complain about me  my tactics, which are working. Just doing what I said I was going to do!",2018 Dec 31 13:12:40 ,22000,100819,1079727034673311746,2018-12-31T13:12:40Z,2018-12-31T13:12:40Z,2018,12,trump
Twitter for iPhone,"If anybody but Donald Trump did what I did in Syria, which was an ISIS loaded mess when I became President, they would be a national hero. ISIS is mostly gone, we’re slowly sending our troops back home to be with their families, while at the same time fighting ISIS remnants......",2018 Dec 31 13:03:05 ,17379,79095,1079724622868819973,2018-12-31T13:03:05Z,2018-12-31T13:03:05Z,2018,12,trump
Twitter for iPhone,"An all concrete Wall was NEVER ABANDONED, as has been reported by the media. Some areas will be all concrete but the experts at Border Patrol prefer a Wall that is see through (thereby making it possible to see what is happening on both sides). Makes sense to me!",2018 Dec 31 12:51:22 ,20779,96655,1079721675346923520,2018-12-31T12:51:22Z,2018-12-31T12:51:22Z,2018,12,trump
Twitter for iPhone,"President and Mrs. Obama built/has a ten foot Wall around their D.C. mansion/compound. I agree, totally necessary for their safety and security. The U.S. needs the same thing, slightly larger version!",2018 Dec 30 21:59:44 ,61730,233299,1079497288605683712,2018-12-30T21:59:44Z,2018-12-30T21:59:44Z,2018,12,trump
Twitter for iPhone,Great work by my Administration over the holidays to save Coast Guard pay during this #SchumerShutdown. No thanks to the Democrats who left town and are not concerned about the safety and security of Americans!,2018 Dec 30 16:56:09 ,32041,130761,1079420891807793152,2018-12-30T16:56:09Z,2018-12-30T16:56:09Z,2018,12,trump
Twitter for iPhone,Veterans on President Trump’s handling of Border Security - 62% Approval Rating. On being a strong leader - 59%.  AP Poll. Thank you!,2018 Dec 30 15:28:35 ,25749,123564,1079398853684707328,2018-12-30T15:28:35Z,2018-12-30T15:28:35Z,2018,12,trump
Twitter for iPhone,"“It turns out to be true now, that the Department of Justice and the FBI, under President Obama, rigged the investigation for Hillary and really turned the screws on Trump, and now it looks like in a corrupt  illegal way. The facts are out now. Whole Hoax exposed. @JesseBWatters",2018 Dec 30 03:15:36 ,44877,150051,1079214392758145024,2018-12-30T03:15:36Z,2018-12-30T03:15:36Z,2018,12,trump
Twitter for iPhone,"“Absolutely nothing” (on Russian Collusion). Kimberley Strassel, The Wall Street Journal. The Russian Collusion fabrication is the greatest Hoax in the history of American politics. The only Russian Collusion was with Hillary and the Democrats!",2018 Dec 30 03:01:28 ,30777,118155,1079210835963195392,2018-12-30T03:01:28Z,2018-12-30T03:01:28Z,2018,12,trump
Twitter for iPhone,"2018 is being called “THE YEAR OF THE WORKER” by Steve Moore, co-author of “Trumponomics.” It was indeed a great year for the American Worker with the “best job market in 50 years, and the lowest unemployment rate ever for blacks and Hispanics and all workers. Big wage gains.”",2018 Dec 29 21:06:08 ,25797,109238,1079121410935660544,2018-12-29T21:06:08Z,2018-12-29T21:06:08Z,2018,12,trump
Twitter for iPhone,"For those that naively ask why didn’t the Republicans get approval to build the Wall over the last year, it is because IN THE SENATE WE NEED 10 DEMOCRAT VOTES, and they will gives us “NONE” for Border Security! Now we have to do it the hard way, with a Shutdown. Too bad! @FoxNews",2018 Dec 29 19:25:47 ,34525,144271,1079096156708319232,2018-12-29T19:25:47Z,2018-12-29T19:25:47Z,2018,12,trump
Twitter for iPhone,"...children in question were very sick before they were given over to Border Patrol. The father of the young girl said it was not their fault, he hadn’t given her water in days. Border Patrol needs the Wall and it will all end. They are working so hard  getting so little credit!",2018 Dec 29 18:36:17 ,30202,129715,1079083702943211520,2018-12-29T18:36:17Z,2018-12-29T18:36:17Z,2018,12,trump
Twitter for iPhone,"Any deaths of children or others at the Border are strictly the fault of the Democrats and their pathetic immigration policies that allow people to make the long trek thinking they can enter our country illegally. They can’t. If we had a Wall, they wouldn’t even try! The two.....",2018 Dec 29 18:30:16 ,29363,120614,1079082188665171971,2018-12-29T18:30:16Z,2018-12-29T18:30:16Z,2018,12,trump
Twitter for iPhone,"Just had a long and very good call with President Xi of China. Deal is moving along very well. If made, it will be very comprehensive, covering all subjects, areas and points of dispute. Big progress being made!",2018 Dec 29 16:03:02 ,27724,142064,1079045134061371392,2018-12-29T16:03:02Z,2018-12-29T16:03:02Z,2018,12,trump
Twitter for iPhone,"I am in the White House waiting for the Democrats to come on over and make a deal on Border Security. From what I hear, they are spending so much time on Presidential Harassment that they have little time left for things like stopping crime and our military!",2018 Dec 29 15:52:24 ,30009,127523,1079042460800696320,2018-12-29T15:52:24Z,2018-12-29T15:52:24Z,2018,12,trump
Twitter for iPhone,"The Mueller Angry Democrats recently deleted approximately 19,000 Text messages between FBI Agent Lisa Page and her lover, Agent Peter S. These Texts were asked for and INVALUABLE to the truth of the Witch Hunt Hoax. This is a total Obstruction of Justice. All Texts Demanded!",2018 Dec 29 15:42:50 ,32048,112010,1079040052234203141,2018-12-29T15:42:50Z,2018-12-29T15:42:50Z,2018,12,trump
Twitter for iPhone,Thank you to Sean Parnell for the nice comments on @foxandfriends about the troops wonderful reaction to Melania and I in Iraq and Germany. Great things are happening!,2018 Dec 28 14:51:07 ,21407,113861,1078664648726061056,2018-12-28T14:51:07Z,2018-12-28T14:51:07Z,2018,12,trump
Twitter for iPhone,".....Honduras, Guatemala and El Salvador are doing nothing for the United States but taking our money. Word is that a new Caravan is forming in Honduras and they are doing nothing about it. We will be cutting off all aid to these 3 countries - taking advantage of U.S. for years!",2018 Dec 28 13:06:13 ,39548,167132,1078638249562775552,2018-12-28T13:06:13Z,2018-12-28T13:06:13Z,2018,12,trump
Twitter for iPhone,".....close the Southern Border. Bring our car industry back into the United States where it belongs. Go back to pre-NAFTA, before so many of our companies and jobs were so foolishly sent to Mexico. Either we build (finish) the Wall or we close the Border......",2018 Dec 28 12:49:26 ,25309,108158,1078634025412116480,2018-12-28T12:49:26Z,2018-12-28T12:49:26Z,2018,12,trump
Twitter for iPhone,"....The United States looses soooo much money on Trade with Mexico under NAFTA, over 75 Billion Dollars a year (not including Drug Money which would be many times that amount), that I would consider closing the Southern Border a “profit making operation.” We build a Wall or.....",2018 Dec 28 12:42:12 ,23736,101103,1078632205210058752,2018-12-28T12:42:12Z,2018-12-28T12:42:12Z,2018,12,trump
Twitter for iPhone,We will be forced to close the Southern Border entirely if the Obstructionist Democrats do not give us the money to finish the Wall  also change the ridiculous immigration laws that our Country is saddled with. Hard to believe there was a Congress  President who would approve!,2018 Dec 28 12:16:40 ,36280,156425,1078625779670503426,2018-12-28T12:16:40Z,2018-12-28T12:16:40Z,2018,12,trump
Twitter for iPhone,"CNN  others within the Fake News Universe were going wild about my signing MAGA hats for our military in Iraq and Germany. If these brave young people ask me to sign their hat, I will sign. Can you imagine my saying NO? We brought or gave NO hats as the Fake News first reported!",2018 Dec 27 23:23:36 ,43772,181435,1078431231262502912,2018-12-27T23:23:36Z,2018-12-27T23:23:36Z,2018,12,trump
Twitter for iPhone,"This isn’t about the Wall, everybody knows that a Wall will work perfectly (In Israel the Wall works 99.9%). This is only about the Dems not letting Donald Trump  the Republicans have a win. They may have the 10 Senate votes, but we have the issue, Border Security. 2020!",2018 Dec 27 22:10:07 ,31406,127902,1078412737603096576,2018-12-27T22:10:07Z,2018-12-27T22:10:07Z,2018,12,trump
Twitter for iPhone,"Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The President says look, this is your neighborhood, you’ve got to stand up to protect yourselves. Don’t always look to America.”",2018 Dec 27 21:26:10 ,19646,85166,1078401678930558976,2018-12-27T21:26:10Z,2018-12-27T21:26:10Z,2018,12,trump
Twitter for iPhone,"Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look, this is your neighborhood, you’ve got to stand up to protect yourselves. Don’t always look to America.”",2018 Dec 27 21:13:15 ,2510,9448,1078398427661250562,2018-12-27T21:13:15Z,2018-12-27T21:13:15Z,2018,12,trump
Twitter for iPhone,I totally agree! ,2018 Dec 27 21:04:24 ,45963,179981,1078396200842395648,2018-12-27T21:04:24Z,2018-12-27T21:04:24Z,2018,12,trump
Twitter for iPhone,There is right now a full scale manhunt going on in California for an illegal immigrant accused of shooting and killing a police officer during a traffic stop. Time to get tough on Border Security. Build the Wall!,2018 Dec 27 21:04:06 ,36523,146277,1078396126619930624,2018-12-27T21:04:06Z,2018-12-27T21:04:06Z,2018,12,trump
Twitter for iPhone,"“Border Patrol Agents want the Wall.” Democrat’s say they don’t want the Wall (even though they know it is really needed), and they don’t want ICE. They don’t have much to campaign on, do they? An Open Southern Border and the large scale crime that comes with such stupidity!",2018 Dec 27 20:39:59 ,24281,105281,1078390057906638853,2018-12-27T20:39:59Z,2018-12-27T20:39:59Z,2018,12,trump
Twitter for iPhone,"The reason the DACA for Wall deal didn’t get done was that a ridiculous court decision from the 9th Circuit allowed DACA to remain, thereby setting up a Supreme Court case. After ruling, Dems dropped deal - and that’s where we are today, Democrat obstruction of the needed Wall.",2018 Dec 27 19:44:49 ,21140,81965,1078376171845361665,2018-12-27T19:44:49Z,2018-12-27T19:44:49Z,2018,12,trump
Twitter for iPhone,"The Democrats OBSTRUCTION of the desperately needed Wall, where they almost all recently agreed it should be built, is exceeded only by their OBSTRUCTION of 350 great people wanting  expecting to come into Government after being delayed for more than two years, a U.S. record!",2018 Dec 27 19:41:45 ,20172,84780,1078375400974307328,2018-12-27T19:41:45Z,2018-12-27T19:41:45Z,2018,12,trump
Twitter for iPhone,"The reason the DACA for Wall deal didn’t get done was that a ridiculous court decision from the 9th Circuit allowed DACA to remain, thereby setting up a Supteme Court case. After ruling, Dems dropped deal - and that’s where we are today, Democrat obstruction of the needed Wall.",2018 Dec 27 19:35:46 ,2339,8218,1078373893822431233,2018-12-27T19:35:46Z,2018-12-27T19:35:46Z,2018,12,trump
Twitter for iPhone,"Have the Democrats finally realized that we desperately need Border Security and a Wall on the Southern Border. Need to stop Drugs, Human Trafficking,Gang Members  Criminals from coming into our Country. Do the Dems realize that most of the people not getting paid are Democrats?",2018 Dec 27 12:06:25 ,30542,131861,1078260814157701121,2018-12-27T12:06:25Z,2018-12-27T12:06:25Z,2018,12,trump
Twitter for iPhone,"Just returned from visiting our troops in Iraq and Germany. One thing is certain, we have incredible people representing our Country - people that know how to win!",2018 Dec 27 11:59:04 ,29623,168756,1078258964796706816,2018-12-27T11:59:04Z,2018-12-27T11:59:04Z,2018,12,trump
Twitter for iPhone,.@FLOTUS Melania and I were honored to visit our incredible troops at Al Asad Air Base in Iraq. GOD BLESS THE U.S.A.! ,2018 Dec 26 20:35:25 ,50441,222873,1078026520021544960,2018-12-26T20:35:25Z,2018-12-26T20:35:25Z,2018,12,trump
Twitter for iPhone,"I hope everyone, even the Fake News Media, is having a great Christmas! Our Country is doing very well. We are securing our Borders, making great new Trade Deals, and bringing our Troops Back Home. We are finally putting America First. MERRY CHRISTMAS!  #MAGA",2018 Dec 25 23:18:44 ,46596,249842,1077705232665272321,2018-12-25T23:18:44Z,2018-12-25T23:18:44Z,2018,12,trump
Twitter for iPhone,Merry Christmas!,2018 Dec 25 12:59:08 ,89254,508327,1077549301449060352,2018-12-25T12:59:08Z,2018-12-25T12:59:08Z,2018,12,trump
Twitter for iPhone,"I am in the Oval Office  just gave out a 115 mile long contract for another large section of the Wall in Texas. We are already building and renovating many miles of Wall, some complete. Democrats must end Shutdown and finish funding. Billions of Dollars,  lives, will be saved!",2018 Dec 24 22:24:13 ,41153,182040,1077329121745793025,2018-12-24T22:24:13Z,2018-12-24T22:24:13Z,2018,12,trump
Twitter for iPhone,Christmas Eve briefing with my team working on North Korea – Progress being made. Looking forward to my next summit with Chairman Kim! ,2018 Dec 24 21:14:12 ,17566,88627,1077311502615490560,2018-12-24T21:14:12Z,2018-12-24T21:14:12Z,2018,12,trump
Twitter for iPhone,I am all alone (poor me) in the White House waiting for the Democrats to come back and make a deal on desperately needed Border Security. At some point the Democrats not wanting to make a deal will cost our Country more money than the Border Wall we are all talking about. Crazy!,2018 Dec 24 17:32:44 ,37860,181954,1077255770725601280,2018-12-24T17:32:44Z,2018-12-24T17:32:44Z,2018,12,trump
Twitter for iPhone,"Saudi Arabia has now agreed to spend the necessary money needed to help rebuild Syria, instead of the United States. See? Isn’t it nice when immensely wealthy countries help rebuild their neighbors rather than a Great Country, the U.S., that is 5000 miles away. Thanks to Saudi A!",2018 Dec 24 17:23:22 ,38832,156892,1077253411358326785,2018-12-24T17:23:22Z,2018-12-24T17:23:22Z,2018,12,trump
Twitter for iPhone,"The Wall is different than the 25 Billion Dollars in Border Security. The complete Wall will be built with the Shutdown money plus funds already in hand. The reporting has been inaccurate on the point. The problem is, without the Wall, much of the rest of Dollars are wasted!",2018 Dec 24 17:10:22 ,25415,101326,1077250139503452162,2018-12-24T17:10:22Z,2018-12-24T17:10:22Z,2018,12,trump
Twitter for iPhone,"I never “lashed out” at the Acting Attorney General of the U.S., a man for whom I have great respect. This is a made up story, one of many, by the Fake News Media!",2018 Dec 24 16:55:32 ,19239,88333,1077246407554281472,2018-12-24T16:55:32Z,2018-12-24T16:55:32Z,2018,12,trump
Twitter for iPhone,"The only problem our economy has is the Fed. They don’t have a feel for the Market, they don’t understand necessary Trade Wars or Strong Dollars or even Democrat Shutdowns over Borders. The Fed is like a powerful golfer who can’t score because he has no touch - he can’t putt!",2018 Dec 24 15:55:22 ,30508,125022,1077231267559755776,2018-12-24T15:55:22Z,2018-12-24T15:55:22Z,2018,12,trump
Twitter for iPhone,AMERICA IS RESPECTED AGAIN!,2018 Dec 24 15:33:41 ,28409,156718,1077225810329825281,2018-12-24T15:33:41Z,2018-12-24T15:33:41Z,2018,12,trump
Twitter for iPhone,"For all of the sympathizers out there of Brett McGurk remember, he was the Obama appointee who was responsible for loading up airplanes with 1.8 Billion Dollars in CASH   sending it to Iran as part of the horrific Iran Nuclear Deal (now terminated) approved by Little Bob Corker.",2018 Dec 24 15:23:22 ,28640,99077,1077223213598429185,2018-12-24T15:23:22Z,2018-12-24T15:23:22Z,2018,12,trump
Twitter for iPhone,"....We are substantially subsidizing the Militaries of many VERY rich countries all over the world, while at the same time these countries take total advantage of the U.S., and our TAXPAYERS, on Trade. General Mattis did not see this as a problem. I DO, and it is being fixed!",2018 Dec 24 14:59:23 ,25119,107521,1077217178322194432,2018-12-24T14:59:23Z,2018-12-24T14:59:23Z,2018,12,trump
Twitter for iPhone,"To those few Senators who think I don’t like or appreciate being allied with other countries, they are wrong, I DO. What I don’t like, however, is when many of these same countries take advantage of their friendship with the United States, both in Military Protection and Trade...",2018 Dec 24 14:41:02 ,22190,98796,1077212559604924416,2018-12-24T14:41:02Z,2018-12-24T14:41:02Z,2018,12,trump
Twitter for iPhone,"Virtually every Democrat we are dealing with today strongly supported a Border Wall or Fence. It was only when I made it an important part of my campaign, because people and drugs were pouring into our Country unchecked, that they turned against it. Desperately needed!",2018 Dec 24 14:31:50 ,25312,108934,1077210242574942208,2018-12-24T14:31:50Z,2018-12-24T14:31:50Z,2018,12,trump
Twitter for iPhone,"President @RT_Erdogan of Turkey has very strongly informed me that he will eradicate whatever is left of ISIS in Syria....and he is a man who can do it plus, Turkey is right “next door.” Our troops are coming home!",2018 Dec 24 04:54:00 ,21687,97080,1077064829825966081,2018-12-24T04:54:00Z,2018-12-24T04:54:00Z,2018,12,trump
Twitter for iPhone,"“The President has been remarkable. I do not doubt that he will thrive in this new environment, and he will be a constant reminder of what populism is.” Thank you to Tammy Bruce and Steve Hilton. Presidential Harassment has been with me from the beginning!",2018 Dec 24 04:26:22 ,16101,78715,1077057874235400194,2018-12-24T04:26:22Z,2018-12-24T04:26:22Z,2018,12,trump
Twitter for iPhone,"The most important way to stop gangs, drugs, human trafficking and massive crime is at our Southern Border. We need Border Security, and as EVERYONE knows, you can’t have Border Security without a Wall. The Drones  Technology are just bells and whistles. Safety for America!",2018 Dec 24 04:05:26 ,24085,100773,1077052604499353600,2018-12-24T04:05:26Z,2018-12-24T04:05:26Z,2018,12,trump
Twitter for iPhone,"Mitch McConnell just told a group of people, and me, that he has been in the U.S. Senate for 32 years and the last two have been by far the best  most productive of his career. Tax  Regulation Cuts, VA Choice, Farm Bill, Criminal Justice Reform, Judgeships  much more. Great!",2018 Dec 24 03:47:21 ,26483,130325,1077048054862278656,2018-12-24T03:47:21Z,2018-12-24T03:47:21Z,2018,12,trump
Twitter for iPhone,"“It should not be the job of America to replace regimes around the world. This is what President Trump recognized in Iraq, that it was the biggest foreign policy disaster of the last several decades, and he’s right...The generals still don’t get the mistake.”  @RandPaul",2018 Dec 24 03:32:49 ,22084,89820,1077044397504692227,2018-12-24T03:32:49Z,2018-12-24T03:32:49Z,2018,12,trump
Twitter for iPhone,"Thanks @RandPaul  “I am very proud of the President. This is exactly what he promised, and I think the people agree with him. We’ve been at war too long and in too many places...spent several trillion dollars on these wars everywhere. He’s different...that’s why he got elected.”",2018 Dec 23 21:18:49 ,25268,109480,1076950276958027779,2018-12-23T21:18:49Z,2018-12-23T21:18:49Z,2018,12,trump
Twitter for iPhone,".....Bob Corker was responsible for giving us the horrible Iran Nuclear Deal, which I ended, yet he badmouths me for wanting to bring our young people safely back home. Bob wanted to run and asked for my endorsement. I said NO and the game was over. #MAGA I LOVE TENNESSEE!",2018 Dec 23 20:20:22 ,21647,97685,1076935567760338944,2018-12-23T20:20:22Z,2018-12-23T20:20:22Z,2018,12,trump
Twitter for iPhone,"Senator Bob Corker just stated that, “I’m so priveledged to serve in the Senate for twelve years, and that’s what I told the people of our state that’s what I’d do, serve for two terms.” But that is Not True - wanted to run but poll numbers TANKED when I wouldn’t endorse him.....",2018 Dec 23 19:56:37 ,16542,78517,1076929590050897920,2018-12-23T19:56:37Z,2018-12-23T19:56:37Z,2018,12,trump
Twitter for iPhone,"We signed two pieces of major legislation this week, Criminal Justice Reform and the Farm Bill. These are two Big Deals, but all the Fake News Media wants to talk about is “the mistake” of bringing our young people back home from the Never Ending Wars. It all began 19 years ago!",2018 Dec 23 19:45:22 ,22964,94518,1076926760829243392,2018-12-23T19:45:22Z,2018-12-23T19:45:22Z,2018,12,trump
Twitter for iPhone,Unthinkable devastation from the tsunami disaster in Indonesia. More than two hundred dead and nearly a thousand injured or unaccounted for. We are praying for recovery and healing. America is with you!,2018 Dec 23 17:13:27 ,15979,79668,1076888530276810753,2018-12-23T17:13:27Z,2018-12-23T17:13:27Z,2018,12,trump
Twitter for iPhone,"I just had a long and productive call with President @RT_Erdogan of Turkey. We discussed ISIS, our mutual involvement in Syria,  the slow  highly coordinated pullout of U.S. troops from the area. After many years they are coming home. We also discussed heavily expanded Trade.",2018 Dec 23 16:59:22 ,17811,80977,1076884984873607169,2018-12-23T16:59:22Z,2018-12-23T16:59:22Z,2018,12,trump
Twitter for iPhone,"I am pleased to announce that our very talented Deputy Secretary of Defense, Patrick Shanahan, will assume the title of Acting Secretary of Defense starting January 1, 2019. Patrick has a long list of accomplishments while serving as Deputy,  previously Boeing. He will be great!",2018 Dec 23 16:46:47 ,18488,87083,1076881816462737408,2018-12-23T16:46:47Z,2018-12-23T16:46:47Z,2018,12,trump
Twitter for iPhone,"The only way to stop drugs, gangs, human trafficking, criminal elements and much else from coming into our Country is with a Wall or Barrier. Drones and all of the rest are wonderful and lots of fun, but it is only a good old fashioned Wall that works!",2018 Dec 23 14:17:54 ,32372,143510,1076844349860823042,2018-12-23T14:17:54Z,2018-12-23T14:17:54Z,2018,12,trump
Twitter for iPhone,"When President Obama ingloriously fired Jim Mattis, I gave him a second chance. Some thought I shouldn’t, I thought I should. Interesting relationship-but I also gave all of the resources that he never really had. Allies are very important-but not when they take advantage of U.S.",2018 Dec 23 02:20:32 ,25500,115813,1076663817831153664,2018-12-23T02:20:32Z,2018-12-23T02:20:32Z,2018,12,trump
Twitter for iPhone,"If anybody but your favorite President, Donald J. Trump, announced that, after decimating ISIS in Syria, we were going to bring our troops back home (happy  healthy), that person would be the most popular hero in America. With me, hit hard instead by the Fake News Media. Crazy!",2018 Dec 23 01:59:29 ,33844,153602,1076658521926656000,2018-12-23T01:59:29Z,2018-12-23T01:59:29Z,2018,12,trump
Twitter for iPhone,"Brett McGurk, who I do not know, was appointed by President Obama in 2015. Was supposed to leave in February but he just resigned prior to leaving. Grandstander? The Fake News is making such a big deal about this nothing event!",2018 Dec 23 01:48:23 ,19475,86601,1076655729820471296,2018-12-23T01:48:23Z,2018-12-23T01:48:23Z,2018,12,trump
Twitter for iPhone,I will not be going to Florida because of the Shutdown - Staying in the White House!  #MAGA,2018 Dec 22 23:58:43 ,23909,121158,1076628127525294080,2018-12-22T23:58:43Z,2018-12-22T23:58:43Z,2018,12,trump
Twitter for iPhone,Senate adjourns until December 27th.,2018 Dec 22 21:12:02 ,14231,64919,1076586181897474048,2018-12-22T21:12:02Z,2018-12-22T21:12:02Z,2018,12,trump
Twitter for iPhone,"I won an election, said to be one of the greatest of all time, based on getting out of endless  costly foreign wars  also based on Strong Borders which will keep our Country safe. We fight for the borders of other countries, but we won’t fight for the borders of our own!",2018 Dec 22 20:28:21 ,40151,175564,1076575190899929088,2018-12-22T20:28:21Z,2018-12-22T20:28:21Z,2018,12,trump
Twitter for iPhone,The crisis of illegal activity at our Southern Border is real and will not stop until we build a great Steel Barrier or Wall. Let work begin!,2018 Dec 22 20:03:58 ,24788,111116,1076569051768516608,2018-12-22T20:03:58Z,2018-12-22T20:03:58Z,2018,12,trump
Twitter for iPhone,Will be having lunch in White House residence with large group concerning Border Security.,2018 Dec 22 17:02:37 ,17276,93759,1076523416516263936,2018-12-22T17:02:37Z,2018-12-22T17:02:37Z,2018,12,trump
Twitter for iPhone,"....going to be there for three months, and that was seven years ago - we never left. When I became President, ISIS was going wild. Now ISIS is largely defeated and other local countries, including Turkey, should be able to easily take care of whatever remains. We’re coming home!",2018 Dec 22 16:30:35 ,25454,117921,1076515352249597954,2018-12-22T16:30:35Z,2018-12-22T16:30:35Z,2018,12,trump
Twitter for iPhone,"I am in the White House, working hard. News reports concerning the Shutdown and Syria are mostly FAKE. We are negotiating with the Democrats on desperately needed Border Security (Gangs, Drugs, Human Trafficking  more) but it could be a long stay. On Syria, we were originally...",2018 Dec 22 16:18:11 ,20944,90769,1076512233897771010,2018-12-22T16:18:11Z,2018-12-22T16:18:11Z,2018,12,trump
Twitter for iPhone,OUR GREAT COUNTRY MUST HAVE BORDER SECURITY! ,2018 Dec 22 02:49:05 ,38165,150175,1076308614372048897,2018-12-22T02:49:05Z,2018-12-22T02:49:05Z,2018,12,trump
Twitter for iPhone,Wishing Supreme Court Justice Ruth Bader Ginsburg a full and speedy recovery!,2018 Dec 22 00:16:55 ,16052,113554,1076270321861312512,2018-12-22T00:16:55Z,2018-12-22T00:16:55Z,2018,12,trump
Twitter for iPhone,Some of the many Bills that I am signing in the Oval Office right now. Cancelled my trip on Air Force One to Florida while we wait to see if the Democrats will help us to protect America’s Southern Border! ,2018 Dec 21 23:23:27 ,22682,103894,1076256868190834689,2018-12-21T23:23:27Z,2018-12-21T23:23:27Z,2018,12,trump
Twitter for iPhone,A design of our Steel Slat Barrier which is totally effective while at the same time beautiful! ,2018 Dec 21 22:14:14 ,33445,138598,1076239448461987841,2018-12-21T22:14:14Z,2018-12-21T22:14:14Z,2018,12,trump
Twitter for iPhone,"Today, it was my honor to sign into law H.R. 7213, the “Countering Weapons of Mass Destruction Act of 2018.” The Act redesignates the @DHSgov Domestic Nuclear Detection Office as the Countering Weapons of Mass Destruction Office. Read more:  ",2018 Dec 21 19:56:05 ,11305,50880,1076204680202670081,2018-12-21T19:56:05Z,2018-12-21T19:56:05Z,2018,12,trump
