"","default","student","balance","income","resid_resp","resid_pear","resid_dev","def_num","diff_logLik"
"23","No","No",1055.95660472904,51317.8830823874,-0.00910029152935459,-0.0958324965763811,-0.00910029152935459,0,0.00914279499670556
"24","No","No",641.984388848021,30466.1032574814,-0.00085314921971636,-0.0292211858899319,-0.00085314921971636,0,0.000853532103178622
"25","No","No",773.211724534176,34353.3143050038,-0.00180980188367406,-0.0425803147601549,-0.00180980188367406,0,0.00181150647790673
"26","No","No",855.008522525692,25211.3321614539,-0.0028906821259275,-0.0538429419122982,-0.0028906821259275,0,0.00289500685164512
"27","No","No",642.999738515429,41473.5118010187,-0.000858130052590352,-0.0293064339733823,-0.000858130052590352,0,0.000858517384585866
"28","No","No",1454.86327248404,32189.0949523178,-0.0830706584829597,-0.300992650543313,-0.0830706584829597,0,0.086751601860783
"29","No","No",615.704276560405,39376.3946187014,-0.000733814208886597,-0.0270989499356826,-0.000733814208886597,0,0.00073409814876868
"30","No","Yes",1119.56935332865,16556.0702053511,-0.0064310354297932,-0.0804528516848405,-0.0064310354297932,0,0.00645247111867775
"31","No","No",494.816228807326,54384.7828361386,-0.00036685065457693,-0.019156859955858,-0.00036685065457693,0,0.000366922468288067
"32","No","Yes",448.880656256039,15799.4704097956,-0.000137926797430202,-0.0117450340082907,-0.000137926797430202,0,0.000137937256681653
"33","No","Yes",584.90489468245,22429.9350462168,-0.000300991263958397,-0.0173517113558321,-0.000300991263958397,0,0.000301040286785792
"34","No","No",913.587172608928,46907.2254028623,-0.0040409050017106,-0.0636969400069252,-0.0040409050017106,0,0.00404932825063042
"35","No","Yes",1423.93891664088,22634.4880875812,-0.0357892039150338,-0.192659320467065,-0.0357892039150338,0,0.0364566380383167
"36","No","Yes",1499.72465655973,13190.6527164103,-0.0542283568559125,-0.239452887467557,-0.0542283568559125,0,0.0557769882150296
"37","No","No",692.034167065432,47806.6117728963,-0.00113665102951955,-0.0337334326044491,-0.00113665102951955,0,0.0011373277166058
"38","No","No",351.45347152301,35087.4886480858,-0.000161181348169192,-0.0126967449286919,-0.000161181348169192,0,0.00016119543363402
"39","No","No",742.627620785597,37864.8239388952,-0.00151894187005454,-0.0390032378690454,-0.00151894187005454,0,0.00152014536388378
"40","No","No",653.118400123388,39489.5947028613,-0.000909382957291543,-0.0301696981651821,-0.000909382957291543,0,0.000909817548176761
"41","No","No",872.138679538477,41787.5672689012,-0.00318830236714846,-0.0565552840392197,-0.00318830236714846,0,0.00319355806811927
"42","No","No",837.262622754171,51471.7720946377,-0.00261155174476427,-0.051170204271906,-0.00261155174476427,0,0.00261508552159739
"43","No","No",1151.63056608265,42917.4695636282,-0.0156529409031044,-0.126102544174127,-0.0156529409031044,0,0.0157786740472829
"44","No","Yes",220.55560838644,16872.9475557814,-3.72134741157944e-05,-0.00610039826650579,-3.72134741157944e-05,0,3.72142585547408e-05
"45","No","Yes",1690.23441038701,19052.5722246955,-0.14608632723196,-0.413616448791458,-0.14608632723196,0,0.158063982565636
"46","No","No",408.772914305185,54206.9392120179,-0.000223938683867144,-0.0149662568344255,-0.000223938683867144,0,0.000223965694885919
"47","No","No",1238.61032124112,50066.6805336538,-0.025525489407921,-0.161845935394401,-0.025525489407921,0,0.0258609759432602
"48","No","No",1228.30835035336,37408.5038685076,-0.0240956181715755,-0.157132276417196,-0.0240956181715755,0,0.0243943855208499
"49","No","No",820.919204146184,47746.5420731016,-0.00237832902418635,-0.0488262117934827,-0.00237832902418635,0,0.00238126295698748
"50","No","No",857.4851177765,31688.3459738919,-0.00293193347289249,-0.0542268843331457,-0.00293193347289249,0,0.00293638183688927
"51","No","No",563.618177182362,42641.253266646,-0.000544337799187614,-0.0233374005451411,-0.000544337799187614,0,0.000544494814562313
"52","No","Yes",1282.97253359578,13120.6364696027,-0.0162617609227084,-0.128571292353041,-0.0162617609227084,0,0.0163984997386706
"53","No","Yes",1505.78267482884,26557.1414458808,-0.0560390702334598,-0.243651141778672,-0.0560390702334598,0,0.0576946895171204
"54","No","Yes",904.040259066813,16882.3006056535,-0.00187569921429237,-0.043350018147751,-0.00187569921429237,0,0.00187754614239566
"55","No","No",0,49956.580571906,-2.14557617835082e-05,-0.00463208615454195,-2.14557617835082e-05,0,2.14560229778726e-05
"56","No","Yes",1294.4973466731,10464.3207319231,-0.0173542222932716,-0.132893604750777,-0.0173542222932716,0,0.0175099825906955
"57","No","Yes",1275.55063272364,15887.4684867774,-0.0155943239049355,-0.125862461406324,-0.0155943239049355,0,0.0157200558810473
"58","No","No",1536.59460097252,48766.9074575615,-0.126490037397811,-0.380534668513109,-0.126490037397811,0,0.13529397658408
"59","No","No",1332.52264386695,39143.1370690178,-0.042969605496896,-0.211893589393515,-0.042969605496896,0,0.0439291719239918
"60","No","No",492.079767815411,33379.0946028395,-0.000361137382395673,-0.0190070473698906,-0.000361137382395673,0,0.000361206996672081
"61","No","No",766.234379303894,46478.2942569524,-0.00173889817294824,-0.0417364014618639,-0.00173889817294824,0,0.00174047263146804
"62","No","No",690.127246199993,63432.9842544674,-0.00112429537329226,-0.0335493790722375,-0.00112429537329226,0,0.00112495753467101
"63","No","No",0,32481.5400461151,-2.14557617835082e-05,-0.00463208615454195,-2.14557617835082e-05,0,2.14560229778726e-05
"64","No","No",1480.65530926266,36866.1570686848,-0.0950616261327078,-0.324110512173147,-0.0950616261327078,0,0.0999224258866889
"65","No","No",989.055596975304,45344.2513202648,-0.0062172444711266,-0.0790957674316283,-0.0062172444711266,0,0.00623711865739551
"66","No","No",1302.34183516856,33695.4262332636,-0.0363854374535847,-0.194317593355879,-0.0363854374535847,0,0.0370708786781506
"67","No","No",1044.55234328472,54696.7659816226,-0.00852876204203849,-0.0927476551773144,-0.00852876204203849,0,0.00856610263872426
"68","No","No",0,43658.2277239957,-2.14557617835082e-05,-0.00463208615454195,-2.14557617835082e-05,0,2.14560229778726e-05
"69","No","No",866.02843636799,38363.4216347118,-0.00307879179233158,-0.0555724754271494,-0.00307879179233158,0,0.00308369442154799
"70","No","No",690.800792354134,48140.471335995,-0.00112864413178379,-0.0336142738831853,-0.00112864413178379,0,0.00112931138778549
"71","No","No",597.757142017061,31577.6151255677,-0.00066205269944014,-0.0257389064180288,-0.00066205269944014,0,0.00066228420769221
"72","No","No",429.485402306276,51311.218101023,-0.000252192941265239,-0.0158825866466613,-0.000252192941265239,0,0.000252227119290183
"73","No","No",1398.15620148326,39644.9421931896,-0.0614143874612711,-0.255798572160209,-0.0614143874612711,0,0.0633972305934094
"74","No","Yes",1578.06409853994,19886.4939515168,-0.0824679855719505,-0.299800311575213,-0.0824679855719505,0,0.0861155107924105
"75","No","No",857.069053134242,26655.6889653755,-0.0029249625083283,-0.054162191717599,-0.0029249625083283,0,0.00292938985694491
"76","No","Yes",752.459945958806,16211.2757881826,-0.00078685457879513,-0.0280619708231653,-0.00078685457879513,0,0.000787183864645158
"77","No","Yes",774.738426963927,15193.733135525,-0.00089405956622538,-0.0299142043857542,-0.00089405956622538,0,0.000894483806973767
"78","No","No",728.373251302587,45131.718264691,-0.00139981515829964,-0.0374403176740699,-0.00139981515829964,0,0.00140083842359218
"79","No","No",76.9912905299071,28392.0934122846,-3.33736061063361e-05,-0.00577708576542648,-3.33736061063361e-05,0,3.33742315206109e-05
"80","No","No",196.456913136183,41346.78591324,-6.62369638805493e-05,-0.00813887900798116,-6.62369638805493e-05,0,6.62393885022539e-05
"81","No","Yes",948.747918388616,14297.6190485513,-0.00242291247544791,-0.0492828290439742,-0.00242291247544791,0,0.00242598413422002
"82","No","No",431.920885304176,39369.8815631008,-0.00025574118590117,-0.015993955301488,-0.00025574118590117,0,0.000255776323001555
"83","No","No",461.63818223378,46221.2114948234,-0.000303274804228038,-0.0174174282756458,-0.000303274804228038,0,0.000303324056972087
"84","No","No",572.015760230599,33046.3129575033,-0.000571194249417824,-0.0239064990902971,-0.000571194249417824,0,0.000571366999338352
"85","No","No",335.568144733179,51258.4442299621,-0.000147141174935082,-0.0121310687347239,-0.000147141174935082,0,0.000147152935369377
"86","No","No",510.23759315638,60397.7186486948,-0.000400779052098019,-0.020023479726239,-0.000400779052098019,0,0.000400864626499242
"87","No","Yes",1005.16130555577,24038.6520433118,-0.00334594948029922,-0.0579411981507989,-0.00334594948029922,0,0.00335178557838844
"88","No","Yes",162.454451086564,13241.7520600759,-2.66633765860619e-05,-0.00516372806610392,-2.66633765860619e-05,0,2.66637825916405e-05
"89","No","No",932.533155682331,50537.4656484602,-0.00450288696017485,-0.0672551460084782,-0.00450288696017485,0,0.00451333651756158
"90","No","Yes",893.330467612275,11905.6817925484,-0.00176409782081398,-0.0420382606869296,-0.00176409782081398,0,0.00176573286080384
"91","No","No",1332.78256352571,44495.1627629054,-0.043030980383838,-0.212051662256976,-0.043030980383838,0,0.0439933247796489
"92","No","No",1404.38306945215,35043.1060286742,-0.0635065470976971,-0.260409532239928,-0.0635065470976971,0,0.0656296849867886
"93","No","Yes",1148.96513915926,16578.1921184729,-0.00760366766520506,-0.0875324306030701,-0.00760366766520506,0,0.00763360260680201
"94","No","No",368.223425720545,57596.8258431935,-0.000177459352135602,-0.013322569179658,-0.000177459352135602,0,0.000177476392991593
"95","No","No",449.466628769273,45950.6667238686,-0.000282822122062562,-0.0168196947964036,-0.000282822122062562,0,0.000282865012081857
"96","No","No",820.017112578423,51584.6573183834,-0.00236607895161365,-0.0487000057363896,-0.00236607895161365,0,0.00236898291336729
"97","No","Yes",619.751868575593,15750.6220834222,-0.00036759073477076,-0.0191761807304598,-0.00036759073477076,0,0.000367663573456412
"98","No","No",1047.71812400961,46416.9709942419,-0.00868375003651617,-0.0935938999471949,-0.00868375003651617,0,0.00872245758978352
"99","No","No",243.84132832576,47193.8881309706,-8.6930998981531e-05,-0.00932408476136449,-8.6930998981531e-05,0,8.69351501933124e-05
"100","No","No",186.500386931495,45430.5502710943,-6.25590410405041e-05,-0.00790967476695271,-6.25590410405041e-05,0,6.25612066187387e-05
"101","No","No",1422.01848757576,38224.0315214972,-0.0697973994856885,-0.273924480278042,-0.0697973994856885,0,0.0723726963735771
"102","No","No",383.798659005674,61425.286388114,-0.000194046399204174,-0.0139314055470818,-0.000194046399204174,0,0.00019406673800404
"103","No","No",1159.43509608859,45802.1049386909,-0.0163581354957137,-0.128958032466278,-0.0163581354957137,0,0.0164954730975069
"104","No","No",882.99191255185,17181.7379663818,-0.00339247835838469,-0.0583440352086551,-0.00339247835838469,0,0.00339842503194632
"105","No","No",1463.23289161086,65457.8541875824,-0.0868027883537587,-0.308307826596742,-0.0868027883537587,0,0.0908323065300465
"106","No","Yes",1722.35584628315,19311.4229408044,-0.170609152780374,-0.453546211889754,-0.170609152780374,0,0.187252472632849
"107","No","Yes",773.921861257735,14558.9121383835,-0.000889883933225647,-0.0298442043278279,-0.000889883933225647,0,0.000890304252152418
"108","No","No",958.169418468988,32816.2847956415,-0.00521275730320258,-0.0723883452604789,-0.00521275730320258,0,0.00522674512694721
"109","No","No",1207.53273014951,68037.5751261777,-0.0214458015611276,-0.148039871436,-0.0214458015611276,0,0.0216822204035907
"110","No","No",1056.6108304963,30546.6010343774,-0.00913420573461911,-0.0960125438424051,-0.00913420573461911,0,0.00917702609854132
"111","No","No",117.642483931776,46550.2672705963,-4.21408410305108e-05,-0.00649173451057825,-4.21408410305108e-05,0,4.21418326368439e-05
"112","No","No",596.964119237004,58088.3604512649,-0.000659048888505088,-0.02568041121918,-0.000659048888505088,0,0.000659278317925782
"113","No","No",0,47729.6257581971,-2.14557617835082e-05,-0.00463208615454195,-2.14557617835082e-05,0,2.14560229778726e-05
"114","No","Yes",541.662755324457,16335.7034406021,-0.000234867020223032,-0.0153271718101912,-0.000234867020223032,0,0.000234897015843671
"115","No","No",1119.17830341806,45020.0191217013,-0.0130280848424412,-0.114891497926469,-0.0130280848424412,0,0.0131151558291549
"116","No","Yes",810.320936469835,20498.66581411,-0.00109635470540445,-0.0331294131898268,-0.00109635470540445,0,0.00109699060180901
"117","No","No",271.55143774701,32850.1201448079,-0.000101911338162016,-0.0100956290116769,-0.000101911338162016,0,0.000101917023584974
"118","No","No",1114.40323650428,47714.0221084582,-0.0126804286240774,-0.113328226882293,-0.0126804286240774,0,0.0127629134657354
"119","No","No",867.030828053565,33540.9799848111,-0.00309649650646067,-0.0557325271219999,-0.00309649650646067,0,0.00310145538753659
"120","No","Yes",1176.7894016772,17632.712103849,-0.0089082144978323,-0.0948065612719293,-0.0089082144978323,0,0.00894927128206291
"121","No","No",610.227818661398,42465.3629640684,-0.000711129172614631,-0.0266764922205312,-0.000711129172614631,0,0.000711395963890027
"122","No","No",272.615661715535,55449.3386406402,-0.000102535512842875,-0.010126501244378,-0.000102535512842875,0,0.000102541267438028
"123","No","No",449.735085836859,49643.4264416677,-0.000283258003280989,-0.016832654606778,-0.000283258003280989,0,0.000283301024296634
"124","No","Yes",827.767209400324,10673.5262253922,-0.00121165097834939,-0.0348298845450734,-0.00121165097834939,0,0.00121242647196595
"125","No","No",430.000099449901,33925.2195976742,-0.000252938676609329,-0.0159060576753026,-0.000252938676609329,0,0.000252973055125949
"126","No","No",0,31825.7649719215,-2.14557617835082e-05,-0.00463208615454195,-2.14557617835082e-05,0,2.14560229778726e-05
"127","No","Yes",1557.34463668228,18404.594189222,-0.0739069573503192,-0.282497982697752,-0.0739069573503192,0,0.0768198052760454
"128","No","No",928.236966261476,33722.1589415677,-0.00439372070602411,-0.0664312477814826,-0.00439372070602411,0,0.00440367178669021
"129","No","No",1373.45016328929,49101.7982141897,-0.0537330848128822,-0.238294522196866,-0.0537330848128822,0,0.0552434934691064
"130","No","Yes",951.072907499984,18601.5332374944,-0.0024553733039338,-0.0496126697682075,-0.0024553733039338,0,0.00245852730495244
"131","No","Yes",1292.21086850542,23065.850975377,-0.0171318964147496,-0.132024672611238,-0.0171318964147496,0,0.0172836844017183
"132","No","No",582.188700706555,24760.7957330564,-0.000605508379151618,-0.0246145331397364,-0.000605508379151618,0,0.000605702317898249
"133","No","Yes",339.424638280913,19307.98029025,-7.36053258901303e-05,-0.00857967039185853,-7.36053258901303e-05,0,7.36083461561066e-05
"134","No","No",409.982324608766,44641.090118396,-0.000225497809399664,-0.0150182778683407,-0.000225497809399664,0,0.000225525194196052
"135","No","No",1216.45150955433,53639.8468273843,-0.0225465106366871,-0.151876863159782,-0.0225465106366871,0,0.0228079313469607
"136","No","No",598.461392123585,44124.2681146436,-0.00066473172542373,-0.0257909652322232,-0.00066473172542373,0,0.000664965095666048
"137","Yes","Yes",1486.99812160021,17854.3970280731,0.949397345291065,4.33149039642553,0.949397345291065,1,2.99092214084908
"138","No","No",943.796338713762,59976.8398676444,-0.00480207190631146,-0.0694639695849686,-0.00480207190631146,0,0.00481394997814277
"139","No","No",0,49525.7450208494,-2.14557617835082e-05,-0.00463208615454195,-2.14557617835082e-05,0,2.14560229778726e-05
"140","No","Yes",996.276086766592,20883.2407676238,-0.00318016321804348,-0.0564828196988133,-0.00318016321804348,0,0.00318543821310868
"141","No","Yes",748.301340361255,11248.6707527348,-0.000768314761039017,-0.0277291457225389,-0.000768314761039017,0,0.0007686288364539
"142","No","No",324.737921782032,15411.5185672943,-0.000138276654057495,-0.0117599224969737,-0.000138276654057495,0,0.000138287053573549
"143","No","Yes",575.382158489508,16005.6813190057,-0.000284990200195126,-0.0168840588355605,-0.000284990200195126,0,0.000285034196053857
"144","No","No",441.738284926253,36012.2358964554,-0.000270557428868997,-0.0164508556009052,-0.000270557428868997,0,0.000270596712766746
"145","No","No",1188.64217955294,39526.5612652646,-0.019285209535323,-0.140229962661127,-0.019285209535323,0,0.0194762476284041
"146","No","No",95.1476801904055,51371.1999147598,-3.7038019605861e-05,-0.00608599962796323,-3.7038019605861e-05,0,3.70387879229384e-05
"147","No","No",1015.61483748402,43218.794375243,-0.00723335879532789,-0.0853584295328034,-0.00723335879532789,0,0.0072602371552648
"148","No","No",1258.56739272567,44931.6749177461,-0.0285341342358437,-0.171383330115543,-0.0285341342358437,0,0.02895395611597
"149","No","Yes",1178.24441352846,7750.28922055921,-0.00898222976185525,-0.0952031589393764,-0.00898222976185525,0,0.00902397023378398
"150","No","No",731.532656254407,43956.0600839728,-0.00142538732601237,-0.0377812381371515,-0.00142538732601237,0,0.00142644805418968
"151","No","No",350.088792139872,44455.1995150356,-0.000159924319786377,-0.0126471300960052,-0.000159924319786377,0,0.000159938188630804
"152","No","No",418.848345433837,36901.7833281202,-0.000237263853270936,-0.0154051991472599,-0.000237263853270936,0,0.000237294140333688
"153","No","No",533.229465181374,39393.5424772748,-0.000457274341523822,-0.0213888647900482,-0.000457274341523822,0,0.000457385481240635
"154","No","No",95.296974128368,32359.3890284286,-3.70697611679248e-05,-0.00608860701524246,-3.70697611679248e-05,0,3.7070530879646e-05
"155","No","Yes",1453.00593207303,15933.0021109819,-0.0420122360514488,-0.209415063323528,-0.0420122360514488,0,0.0429350682002223
"156","No","No",352.644414031465,39404.7443664762,-0.000162286414377857,-0.0127402023348517,-0.000162286414377857,0,0.000162300691613382
"157","No","Yes",736.2389354625,14107.9939653376,-0.000716971105204211,-0.0267859202117753,-0.000716971105204211,0,0.000717244922384452
"158","No","No",1306.4845722752,41224.6250242432,-0.0372281489514224,-0.196640979738906,-0.0372281489514224,0,0.0379460446243911
"159","No","No",1149.14562717899,45194.7946620784,-0.0154347523293406,-0.125206703487638,-0.0154347523293406,0,0.0155569996370559
"160","No","No",703.226890721538,57679.2791425179,-0.0012119563425317,-0.0348342785634459,-0.0012119563425317,0,0.00121272494857294
"161","No","Yes",1360.80043541238,18864.3084886679,-0.0251859891681991,-0.160738023892785,-0.0251859891681991,0,0.025514882847915
"162","No","No",31.4450805447328,53287.3503013149,-2.56982816860835e-05,-0.00506941240231418,-2.56982816860835e-05,0,2.56986547810811e-05
"163","No","No",988.214458069386,48570.3634566327,-0.00618749420170777,-0.0789051180204157,-0.00618749420170777,0,0.00620717922947733
"164","No","No",360.019073584363,23927.5466133912,-0.00016930000423751,-0.0130126350745084,-0.00016930000423751,0,0.0001693155288649
"165","No","No",647.483528619273,33226.2775446785,-0.000880475193701606,-0.0296858739714097,-0.000880475193701606,0,0.000880882797218874
"166","No","Yes",0,9816.78943755756,-1.04973890350364e-05,-0.00323998444924813,-1.04973890350364e-05,0,1.04974534451685e-05
"167","No","No",445.241819216304,31974.6245068978,-0.000276050144620201,-0.0166170505609266,-0.000276050144620201,0,0.000276091024034031
"168","No","Yes",878.542064501041,17496.7414821956,-0.00162080922144192,-0.0402919409905881,-0.00162080922144192,0,0.00162219104959149
"169","No","Yes",335.834118576172,21759.8702696952,-7.2104475120665e-05,-0.00849174154993542,-7.2104475120665e-05,0,7.21073748763956e-05
"170","No","No",666.608881434336,30438.4688266267,-0.000982502510476072,-0.0313603056587873,-0.000982502510476072,0,0.00098300920001293
"171","No","No",813.876647019864,40737.4597766098,-0.00228434977809642,-0.0478495556887918,-0.00228434977809642,0,0.00228705770541637
"172","No","No",836.300071623191,54607.1787395438,-0.00259720469338063,-0.0510290871032584,-0.00259720469338063,0,0.00260069996613765
"173","No","No",967.48268368178,33055.1102723298,-0.00549733442831389,-0.0743486527496327,-0.00549733442831389,0,0.00551288521728566
"174","Yes","Yes",2205.79952114829,14271.492252976,0.23277032937986,0.550809111449122,0.23277032937986,1,0.265667668245669
"175","No","Yes",1258.18521914431,11672.2220033397,-0.0141362513851156,-0.119745356454696,-0.0141362513851156,0,0.0142395556432575
"176","No","No",1239.80169908455,40107.1722104231,-0.0256960865654517,-0.16240009159457,-0.0256960865654517,0,0.0260360983902501
"177","No","Yes",0,13760.2984556873,-1.04973890350364e-05,-0.00323998444924813,-1.04973890350364e-05,0,1.04974534451685e-05
"178","No","Yes",927.887732263607,22473.3796109537,-0.00215016754655653,-0.0464198312055705,-0.00215016754655653,0,0.00215259020512804
"179","No","Yes",1390.03078251892,21299.0992265335,-0.0296489252040421,-0.17479943785032,-0.0296489252040421,0,0.0301055940001334
"180","No","No",410.497704767954,53471.2136303255,-0.000226165511198699,-0.01504050110895,-0.000226165511198699,0,0.000226193056732882
"181","No","No",73.0765421846567,30681.7375351468,-3.26323085935895e-05,-0.00571256277828996,-3.26323085935895e-05,0,3.26329068229825e-05
"182","No","No",790.59775924737,45303.1033141261,-0.00199928659577577,-0.0447581473043648,-0.00199928659577577,0,0.00200136420312447
"183","No","No",789.49509698382,32579.9002059474,-0.00198670171471985,-0.0446167743736827,-0.00198670171471985,0,0.00198875340947779
"184","No","No",791.360422078743,46319.2361190854,-0.00200803751635833,-0.0448561907004511,-0.00200803751635833,0,0.00201013323749066
"185","No","No",479.042378990356,37255.8803342804,-0.000335115276816517,-0.0183092221765996,-0.000335115276816517,0,0.000335175302666357
"186","No","No",888.613272550212,28899.7917513637,-0.00350330033593348,-0.0592926352655863,-0.00350330033593348,0,0.00350963987079922
"187","No","No",1284.38636050636,42831.9546193997,-0.0329406267080638,-0.184560755544459,-0.0329406267080638,0,0.033501377389598
"188","No","Yes",712.276351280275,23341.9502302432,-0.000624922627574385,-0.0250062672157884,-0.000624922627574385,0,0.000625131137326207
"189","No","Yes",1290.62016864921,18408.0490819608,-0.0169788777408684,-0.131423511146453,-0.0169788777408684,0,0.0171279618112976
"190","No","No",126.362685399057,44280.9297885654,-4.43030103450238e-05,-0.00665619810317492,-4.43030103450238e-05,0,4.43041051312321e-05
"191","No","No",779.376257695651,61158.8851121863,-0.00187484306075455,-0.0433401049811545,-0.00187484306075455,0,0.00187667155364579
"192","No","No",697.490957463777,49476.759599281,-0.00117276208670491,-0.0342657127825126,-0.00117276208670491,0,0.00117348212529578
"193","No","No",606.974613548306,43610.0330173371,-0.000697986675198002,-0.0264286624875946,-0.000697986675198002,0,0.000698243774195362
"194","No","Yes",1802.90333355739,21411.4239490249,-0.246173371627863,-0.57145863523848,-0.246173371627863,0,0.282997416140347
"195","No","No",900.085332597499,41276.5631894987,-0.00374078322056863,-0.061276661321592,-0.00374078322056863,0,0.00374800684369347
"196","No","No",966.280287968092,33440.9792997775,-0.00545974263594902,-0.0740926114222026,-0.00545974263594902,0,0.00547508221904991
"197","No","No",671.061359639164,35689.1118739108,-0.00100790203647505,-0.0317634841904527,-0.00100790203647505,0,0.0010084350572015
"198","No","No",171.559115959856,23505.9927713232,-5.74193490603713e-05,-0.00757777317101398,-5.74193490603713e-05,0,5.7421176961725e-05
"199","No","No",1482.48030006315,45260.6115977848,-0.0959663059714775,-0.325812003372684,-0.0959663059714775,0,0.100923229168757
"200","No","No",640.662751732473,46464.5659322762,-0.000846709128198924,-0.0291105934683702,-0.000846709128198924,0,0.000847086297653732
"201","No","Yes",706.161027541986,18078.3517921729,-0.000603387149838066,-0.0245713541690746,-0.000603387149838066,0,0.00060358165433172
"202","Yes","Yes",1774.69422305776,20359.5060855671,0.782618788502243,1.89742287712126,0.782618788502243,1,1.53013282564132
"203","No","No",916.49931692309,25768.4074467213,-0.00410871683992324,-0.0642313633802213,-0.00410871683992324,0,0.00411742387609593
"204","No","No",1271.2708123604,36053.5029503061,-0.0306256929280573,-0.17774492498268,-0.0306256929280573,0,0.0311098183656213
"205","No","No",110.572909811983,47339.1087511931,-4.04656347290095e-05,-0.00636138917712691,-4.04656347290095e-05,0,4.04665499900148e-05
"206","No","No",1747.25888152959,37819.2890860198,-0.326613400194375,-0.6964416961184,-0.326613400194375,0,0.395936470135439
"207","Yes","No",1889.59918976304,48956.1715885681,0.476711582958834,0.954459030437535,0.476711582958834,1,0.6491600103368
"208","No","No",27.2013946505765,21051.8401259701,-2.50800832635385e-05,-0.00500806472501016,-2.50800832635385e-05,0,2.50804388315373e-05
"209","No","No",746.229775057391,35159.8502288788,-0.00155061522067073,-0.0394084174045904,-0.00155061522067073,0,0.00155186907988991
"210","Yes","Yes",1899.3906258472,20655.2000032624,0.637717758678097,1.32675499873626,0.637717758678097,1,1.01833120503863
"211","No","Yes",813.994565525349,20391.5289481713,-0.00111968464968146,-0.0334804382992712,-0.00111968464968146,0,0.00112034768267222
"212","No","No",499.457815094636,38899.1604610096,-0.000376748868139295,-0.0194136771721567,-0.000376748868139295,0,0.000376824572754231
"213","No","No",853.16133166086,36272.4517835911,-0.00286029168808804,-0.0535583459842492,-0.00286029168808804,0,0.00286452643933899
"214","No","No",474.727319088288,32064.3351057974,-0.000326922295753722,-0.0180839489297408,-0.000326922295753722,0,0.00032697944868687
"215","No","No",1235.87611345417,35838.7770153588,-0.0251381294715971,-0.160581288070776,-0.0251381294715971,0,0.0254634551699837
"216","No","No",620.675152595598,44213.770101262,-0.00075503042591768,-0.0274881961504911,-0.00075503042591768,0,0.000755330884317118
"217","No","No",220.028569764934,37880.0296471597,-7.58293713234301e-05,-0.00870833634243903,-7.58293713234301e-05,0,7.5832539437215e-05
"218","No","Yes",1304.91429931829,18074.0754152021,-0.0184035027629643,-0.13692531394926,-0.0184035027629643,0,0.0185787099727577
